x,y,brightness1,brightness2,locPrec,oligomerID
9338.4,8417.2,677.17,57430,0.67447,852
2595.2,5572.5,93310,2751.9,0.52457,129
2595.3,5573.1,93541,2674.7,0.52415,129
2595.7,5571.4,93125,2705.9,0.5252,129
2595.6,5572.4,93323,2736,0.52457,129
2595.2,5572.5,93596,2604.6,0.52419,129
6552,9390,7649.6,18985,0.99621,53
6552.1,9389.4,7579.6,18981,0.99761,53
6552.9,9390.2,7425.6,19187,0.99662,53
6551.6,9389.8,7541.9,19330,0.99181,53
6552.5,9390.5,7555.4,19131,0.99525,53
6552.1,9390.5,7495.4,19279,0.9936,53
6550.8,9391.3,7506.4,19092,0.9969,53
6550.2,9391.2,7582.9,19220,0.99308,53
6550.6,9390.9,7521.5,19222,0.99419,53
6551.5,9390.7,7451.9,19125,0.99729,53
6553.6,9390.2,7353.3,18898,1.0035,53
9592.6,5337.5,3304.2,7828.4,1.5409,57
9594.7,5337.8,3254.7,7738.7,1.5506,57
9593.3,5340.8,3314.5,7943.5,1.5323,57
9596.5,5339.4,3177.8,7976.4,1.5394,57
9594.7,5340.5,3348.9,7832.6,1.5375,57
9595.8,5337,3152.7,7930.1,1.5444,57
8422.3,8334.1,1379.5,98004,0.51573,497
8422.3,8335.1,1375,97674,0.5166,497
8422.3,8334.4,1316.2,97713,0.51665,497
8423.4,8334.7,1299.6,97850,0.51633,497
8422.5,8335.1,1265.9,97494,0.51735,497
8421.7,8335.1,1238.8,97848,0.5165,497
8423.5,8333.7,1264.9,97517,0.51729,497
8423.4,8333.8,1224.9,97319,0.51792,497
8423.5,8334.6,1231.9,97902,0.51637,497
8422.6,8334.6,1288.2,98261,0.5153,497
7890.2,7462.7,166.85,90443,0.54012,993
7890.5,7461.8,156.66,91026,0.53842,993
7891,7463,175.67,91712,0.53635,993
7890.6,7462.5,178.64,91161,0.53796,993
4258.6,5908.4,21875,14532,0.85209,479
4258.4,5907.6,21578,14709,0.85349,479
4259.6,5906.7,21709,14439,0.85513,479
4260,5908.1,21640,14657,0.85337,479
4257.4,5907.6,21729,14339,0.85608,479
4258.6,5906.4,21674,14388,0.85615,479
4259,5908.2,21738,14347,0.85588,479
4258.2,5908.2,21558,14737,0.8534,479
4259.8,5907.1,21729,14280,0.85678,479
4258.7,5908.9,21413,14700,0.85555,479
4258.7,5906.1,22054,14685,0.84822,479
4459.2,607.09,77239,3385.7,0.57259,704
4458.1,607.56,76411,3508.3,0.57511,704
4458.6,608.49,77398,3406,0.57195,704
860.82,8137.4,1607.5,73834,0.59193,816
859.81,8136.5,1564.3,73555,0.5932,816
860.88,8136.6,1620.9,73420,0.59351,816
7220,5592.1,79805,19130,0.51689,462
7220.6,5592.1,80649,19688,0.51327,462
4042.2,9792.3,60927,6445,0.62638,164
4042,9792.7,60365,6377.9,0.62932,164
4043.3,9791.7,61029,6483.9,0.62573,164
4303.9,2680.2,3598,63678,0.62682,223
4302.7,2681.4,3473.5,64120,0.62535,223
4302.6,2682.4,3670.1,63622,0.62675,223
4302.5,2679.6,3625.9,63317,0.62838,223
4302.5,2681.8,3487.8,63700,0.62723,223
4303.4,2679.9,3768.5,63204,0.62824,223
4303,2681.4,3718.6,63487,0.62715,223
4302.6,2680.4,3561.2,63051,0.62994,223
4302.7,2680.8,3706.5,63955,0.62504,223
4303.9,2681.9,3601.5,63814,0.62617,223
6965.2,686.46,10.47,45231,0.76438,531
6964.5,684.83,3.9644,45021,0.76621,531
6966.1,686.29,15.363,44607,0.76966,531
6965.4,685.33,5.2395,45077,0.76573,531
6965.4,686.12,10.213,44424,0.77129,531
6965.8,686.15,23.57,44646,0.76925,531
6966.3,686.6,9.336,44853,0.7676,531
6965.2,687.56,10.709,44804,0.76801,531
6965.6,685.74,3.834,44584,0.76996,531
6966.1,686.13,8.705,44327,0.77214,531
6966.3,685.54,6.8839,44720,0.76876,531
6964.3,684.59,13.948,44983,0.76645,531
6966.7,686.25,9.8343,44780,0.76822,531
6964.8,684.56,12.35,44898,0.76719,531
6965.5,687.39,5.4089,44867,0.76751,531
6965.5,685.62,13.996,44931,0.76689,531
6966,687.14,12.726,44610,0.76966,531
6965.3,685.97,7.6784,44862,0.76754,531
3944.1,6086.8,68131,30789,0.51693,552
3943.1,6086.2,68641,30708,0.51581,552
3943.9,6086.3,68476,31169,0.51505,552
6669.4,3757.3,23353,14758,0.83282,356
6669.2,3759,22855,14632,0.83971,356
6668.8,3758.6,23163,14693,0.83562,356
6668.7,3758.5,23226,14585,0.83612,356
6667.9,3757.8,23631,14725,0.83016,356
6668.1,3758.2,23320,14754,0.83322,356
6668,3758.6,23365,14694,0.83338,356
6667.7,3758.1,23433,14810,0.83139,356
6668,3758.6,23400,14729,0.83262,356
2902.7,5531.7,874,94328,0.52693,382
2902.4,5532.2,827.4,95261,0.52449,382
4979,5823.5,26777,44358,0.60959,617
4977.5,5823.4,26667,45006,0.60729,617
4977.9,5825.3,26652,44886,0.60787,617
6964.8,2566.5,11045,3312.8,1.3568,604
6965.8,2565.2,11155,3284.9,1.353,604
6961.7,2564.9,11331,3482.3,1.3358,604
7937.7,6935.8,225.27,2605.9,3.0556,102
7935.8,6941.6,251.64,2456.8,3.124,102
7934.4,6946.8,294.15,2593.1,3.0258,102
7938.8,6934.1,267.66,2442.7,3.1229,102
7936.2,6940.2,260.9,2660.2,3.0082,102
7937.7,6934.7,249.52,2483,3.1103,102
7938.4,6938.4,233.37,2546.1,3.0839,102
7938.6,6940.6,274.63,2396.6,3.1457,102
7941,6938.3,251.78,2538.1,3.0781,102
7939.7,6933.1,285.24,2553.4,3.0516,102
7940.5,6937.5,225.97,2584.7,3.0667,102
7941.8,6939.5,252.57,2451.1,3.1268,102
7942.3,6931.3,240.79,2508.3,3.1008,102
7932.2,6939.4,274.07,2460.6,3.109,102
5866.2,5519.5,225.81,4599.8,2.3404,543
5861.3,5526.7,210.66,4601.1,2.3438,543
5866.3,5524,245.86,4535.1,2.3514,543
5864.1,5524.3,197.47,4594.3,2.3487,543
5864,5521,257.02,4651.6,2.3206,543
5863.5,5519,253.02,4708.1,2.3083,543
6852.8,4574.8,37538,53561,0.53866,917
6852.9,4575.6,36666,54034,0.53985,917
7949.4,2274.1,1774.9,41669,0.78003,44
7950.4,2275.2,1682.7,41351,0.78374,44
7950.1,2274.7,1781.6,41885,0.77804,44
7949.3,2275,1729.8,41544,0.78156,44
7948.3,2272.3,1732.2,41025,0.78627,44
7950,2274.7,1773.7,41324,0.78316,44
7949,2275.2,1629.1,41311,0.78459,44
7949.5,2274.9,1741.3,41541,0.78149,44
7949.7,2272.9,1578.9,41721,0.78132,44
7949.5,2275.9,1653.4,41550,0.7822,44
7949.6,2274.8,1624.4,41820,0.78002,44
7947.2,2274.2,1783.3,41493,0.78154,44
1100.6,2410.2,96364,99.815,0.52347,851
1101.1,2410,96066,82.644,0.52433,851
1100.6,2410.6,95201,76.391,0.52672,851
1100,2410.5,95575,96.707,0.52564,851
1100.7,2410.5,95421,68.401,0.52614,851
1100.5,2410.9,95702,113.86,0.52524,851
1101.4,2411.1,95462,77.681,0.526,851
1100.7,2410.6,95470,95.799,0.52593,851
1100.8,2410.1,95729,81.192,0.52526,851
1100.7,2410.9,95338,83.428,0.52632,851
1100.9,2410.5,95540,61.971,0.52583,851
1101.3,2411.7,95702,93.513,0.52529,851
1101.5,2411.9,96272,79.215,0.52378,851
1101,2409.8,96182,52.185,0.5241,851
1101.8,2411.6,95406,80.897,0.52614,851
1100.9,2411.2,95500,109.45,0.52581,851
1526,6240.1,19147,6636.7,1.0125,115
1523.8,6241.9,19240,6566.6,1.0121,115
1525.7,6238.5,19227,6330.6,1.017,115
1526.2,6236.8,19475,6727.8,1.0044,115
1527.1,6239,19315,6582.8,1.0103,115
973.05,7455.7,54599,2201.7,0.68218,35
971.66,7455.3,54760,2250.6,0.68093,35
971.41,7455.3,54595,2164,0.68243,35
970.86,7454,54806,2341,0.68011,35
972.91,7455.1,53501,2337.8,0.68803,35
7613.9,9460.2,68483,30617,0.51646,760
7614.7,9459.7,67882,30473,0.51842,760
7614.5,9460,68328,30865,0.51622,760
7614.9,9459.2,68692,30486,0.51626,760
7614,9459.9,68726,30076,0.51724,760
7614.6,9459.5,68599,30333,0.5169,760
7614,9460.3,68721,30341,0.51656,760
6598.7,3890.1,1549.3,64234,0.6339,311
6599.4,3888.6,1487.4,64688,0.63201,311
6598.8,3889.5,1529.1,64172,0.63429,311
5395.9,2464.2,5207.5,2050.8,1.9083,354
5392.2,2464.4,5252.4,1949.3,1.9158,354
5393.2,2467.5,5135.2,1893.2,1.9393,354
5391.3,2466.6,5165.2,2053,1.9136,354
5391.1,2464.1,5346,1862.8,1.9149,354
5389.2,2464.1,5052.5,2009.4,1.9347,354
5395.7,2465.5,5079.3,1978.3,1.9353,354
5393.1,2466.7,5107.2,1905,1.9416,354
1497,8638.3,20736,7705.2,0.96406,310
1496.2,8637.8,20694,7822.8,0.96278,310
1495.7,8637.3,21034,7424.2,0.96377,310
1496.4,8638.1,20961,7672.3,0.96082,310
1496.5,8638.7,20762,7606,0.9653,310
1496.6,8639.6,21198,7674.1,0.95684,310
1496.4,8639.1,20870,7580.1,0.9639,310
1497.8,8638,21283,7594.5,0.95675,310
1497.3,8636.7,20979,7633.4,0.96117,310
1496.4,8637.3,21176,7373.9,0.96222,310
1498.7,8639.2,20833,7715.8,0.96224,310
1495.8,8639.3,21043,7737.8,0.95835,310
1497.8,8638.8,20982,7526.6,0.96291,310
1496.3,8637.2,21217,7649.5,0.95693,310
1496.5,8639.5,20934,7661.1,0.96146,310
1497.2,8638.8,20600,7675.2,0.96688,310
1497.4,8638.9,20846,7368.2,0.96793,310
1496.7,8640.3,20855,7862.9,0.9594,310
1496,8639.1,20984,7473.3,0.96379,310
1496,8638.6,20687,7629.3,0.96618,310
1497,8637.6,21294,7709.4,0.95466,310
1496.3,8637.6,21132,7659,0.95819,310
5213.1,9844.2,42994,615.94,0.77854,253
5212.7,9845.2,42278,690.03,0.78434,253
5213.1,9843.9,42345,646.44,0.78413,253
2621.6,3993.8,44746,5374,0.72622,232
2620.8,3993.5,45177,5620.3,0.72137,232
2621.1,3994.4,45389,5222.1,0.72269,232
2620.8,3992.8,45355,5327.8,0.72218,232
2619.2,3993.5,45216,5311.9,0.72329,232
2620.8,3994.1,45068,5298.2,0.72445,232
2620.7,3993.1,45291,5248.5,0.7232,232
323.36,5156.9,14973,79373,0.52931,361
323.68,5157.8,14547,78594,0.53273,361
324.69,5157,14746,79050,0.53086,361
324.87,5156.3,14605,79528,0.52991,361
324.79,5156.7,14654,79934,0.52864,361
323.54,5156.1,14727,78877,0.53141,361
322.68,5156.2,15046,79229,0.52951,361
4630.6,6925.1,9349.6,90431,0.5147,946
4629.7,6926.3,9255.2,90429,0.51495,946
4630.6,6925.7,9470.3,90353,0.51459,946
4630.1,6925.9,9536.4,90611,0.51376,946
4630.5,6926,9481.5,89953,0.51559,946
4629.6,6926,9376.7,90510,0.51443,946
4629.9,6925.8,9382.8,90423,0.51463,946
1114.5,7496.6,50068,28141,0.58136,160
1114.5,7495.1,50516,28467,0.57851,160
1115.3,7496.5,50439,28218,0.5797,160
1114.8,7496.5,50455,28511,0.57857,160
1115.3,7495.3,50872,28002,0.57891,160
1115.7,7495.9,50426,27987,0.58061,160
1115.5,7496.9,50022,27819,0.58274,160
1114.5,7495.6,50524,28069,0.57994,160
1115.8,7496.2,50569,28152,0.57947,160
1114.9,7497.3,50600,28197,0.57919,160
1115.1,7496.9,50805,28549,0.57715,160
1114.4,7497,51159,28106,0.57748,160
1114.1,7496.1,50412,28331,0.57939,160
1115.3,7496.6,50664,28277,0.57866,160
1115.1,7496.6,50644,28132,0.57926,160
1115.9,7496.8,50936,28127,0.57821,160
1113.5,7496.3,50527,28066,0.57994,160
1114.6,7496.1,50031,28312,0.58087,160
1115.2,7496.4,50870,27836,0.57953,160
1114.7,7497.5,50947,28455,0.57698,160
1114.6,7496.7,50850,27869,0.57947,160
1114.6,7496.3,49920,28181,0.58176,160
1115,7496.4,50567,28193,0.57933,160
1114.1,7496.1,50718,27774,0.58031,160
2162.8,5526.1,10028,88200,0.51875,570
2164,5525.8,10026,88507,0.51795,570
2163,5526.4,10002,89148,0.51633,570
2162.6,5526.1,10083,88385,0.51812,570
2163.6,5526.1,9963.8,88353,0.51852,570
5305.3,7200.9,29719,67741,0.52079,411
5304.7,7200.9,29881,67657,0.52058,411
5304.9,7201.6,29977,67742,0.5201,411
5305.2,7201.3,29642,67612,0.52134,411
9592.5,9248.8,8569.2,74094,0.56548,20
9593.3,9248.4,8259.2,74309,0.56581,20
9593.1,9249.1,8232.6,74368,0.5657,20
9593,9248.7,8218.4,73945,0.5672,20
9593.5,9249.6,8410.5,74324,0.56524,20
3993.1,2853.7,52507,3501.6,0.68699,326
3993.8,2854.3,52451,3556.7,0.68699,326
3995,2852.2,52457,3471.9,0.68747,326
7952.6,8063.3,1603.9,3604.1,2.2529,200
7951,8066.3,1620.7,3782.6,2.2118,200
7949.7,8071.2,1688.9,3685.9,2.2177,200
7952.9,8073.7,1717.4,3701.4,2.2086,200
9490.9,2412.1,71861,20634,0.53459,572
9491.5,2412.1,71670,20493,0.53555,572
9491.8,2410.3,70923,20502,0.5377,572
9491.5,2412.4,71682,20487,0.53553,572
9490.5,2411.7,71590,20463,0.53587,572
9491.4,2411.1,72384,20453,0.5336,572
9491.7,2412,71561,20561,0.53567,572
9491.2,2411.8,71703,20539,0.53532,572
9491.2,2412.6,71519,20521,0.53591,572
5770.5,9373.2,48891,23209,0.60549,290
5770.3,9373.8,48249,23065,0.60882,290
5769.7,9373.5,48818,23557,0.60434,290
5771.5,9373,49118,23438,0.60359,290
9597.6,9246.6,2654.5,10547,1.415,20
9599.1,9247.4,2559.2,10805,1.4064,20
9596,9249.1,2559.1,10934,1.3997,20
9599.3,9246.9,2445,10835,1.4108,20
9598.2,9245.3,2507,10788,1.41,20
9597.2,9248.7,2729.5,10998,1.3876,20
9598.2,9246.5,2623,10666,1.4104,20
9599.5,9245.4,2665.3,10878,1.3971,20
5058.4,8227.2,22815,74335,0.52162,995
5058.3,8226.7,22615,74015,0.52302,995
5059.2,8225.8,22557,74064,0.52305,995
5059,8226.6,22614,74187,0.52256,995
5058.2,8226.8,22526,74298,0.5225,995
5059.5,8227.4,23154,74544,0.52016,995
5059,8227.1,23357,74547,0.51961,995
7130.4,2064.3,19301,18258,0.83891,298
7128.4,2066.1,19221,18404,0.83818,298
7128.7,2065,19179,18382,0.8389,298
7129.3,2065.9,19256,18083,0.84139,298
7129.2,2065.2,19554,18303,0.83561,298
7127.1,2065.3,19263,18604,0.83551,298
7129,2065.9,19441,18303,0.83685,298
7128.4,2066.3,19343,18423,0.83661,298
7128,2064.4,19299,18209,0.83949,298
7128.3,2063.2,19287,18058,0.84131,298
6596.2,3892.3,4.6627,98936,0.51688,311
6595.1,3891.3,2.1137,99301,0.51594,311
6595.8,3892.5,7.5975,98451,0.51814,311
6595.2,3892.3,2.6913,98625,0.5177,311
6595.3,3892.1,8.9692,98676,0.51755,311
6595.6,3892.5,2.1037,98824,0.51718,311
6209.8,672.31,18363,3167.8,1.108,910
6209.8,672.98,18506,3122.9,1.1055,910
6209.4,671.92,18885,3124.5,1.0959,910
6210.2,673.19,18696,3219.4,1.0982,910
6210.2,673.88,18716,3133.7,1.0999,910
6925,9642.3,23072,49704,0.60267,781
6924.4,9642.2,22859,49763,0.60331,781
6924.1,9641,22783,49694,0.60392,781
6923.5,9642.2,23104,50370,0.5998,781
6923.8,9642.4,23217,49755,0.60186,781
6922.8,9642.4,22794,50313,0.60131,781
6924.1,9641.6,23205,49706,0.60212,781
2346.4,4928.6,1.9218,5193.4,2.2556,171
2349,4928,4.6397,5242.2,2.2445,171
2349.1,4924.7,5.9777,5005.6,2.2966,171
2348.3,4927.6,1.7004,5054.7,2.2864,171
2351,4926.7,0.96024,5163.3,2.2624,171
2350.9,4927.7,0,5249.6,2.244,171
7440.2,7699.5,6048.9,36730,0.78607,943
7440.3,7699.3,5900.2,37178,0.78333,943
7438.4,7698.1,5928,36355,0.79066,943
7437.9,7697.6,5796.9,36883,0.78698,943
7437.6,7699.3,5909.3,36699,0.78765,943
7438.6,7698.8,5947,36862,0.7858,943
1826.2,8292.5,43502,4122,0.74501,291
1826.1,8292.2,43623,4296.1,0.74272,291
1827.3,8292.5,43147,4217.4,0.74705,291
1826.1,8292.1,43878,4238.7,0.74118,291
1826.4,8293.6,43230,4234.9,0.74626,291
1826.3,8293.7,43452,4166.2,0.74505,291
1825.5,8292.5,43463,4118.2,0.74535,291
1826.7,8293.6,43340,4192.7,0.74573,291
4949.6,924.52,73400,25907,0.51593,598
4949,924.72,74172,26139,0.51334,598
4948.3,924.53,74331,25987,0.51332,598
4948,925.02,73288,26325,0.51513,598
4949,924.65,74300,26065,0.5132,598
6800,7800.7,2310.5,93706,0.52469,268
6799.6,7801.1,2260.6,93451,0.52553,268
6798.8,7800.6,2211.2,93485,0.52557,268
6207.2,676.22,38699,55185,0.53061,910
6207.1,676.02,39008,54657,0.53124,910
6207.5,675.62,38474,54980,0.53183,910
6206.6,676.15,38677,54352,0.53305,910
727.38,3687.2,44660,54178,0.51715,797
726.54,3688.1,44986,53917,0.51698,797
726.72,3687.6,45008,54072,0.51651,797
727.39,3687.5,45476,54701,0.51368,797
726.68,3687.8,45201,53778,0.51678,797
727.7,3688.2,44848,54280,0.51639,797
727.14,3688.2,44825,54282,0.51644,797
726.96,3688,45013,54305,0.5159,797
726.2,3687.3,45379,54029,0.51566,797
727.05,3688.3,44489,53684,0.5189,797
5410.5,2339.3,27.21,45824,0.75928,958
5411.3,2339.7,17.235,46046,0.75752,958
5410.9,2339,7.3306,45760,0.75997,958
5412.2,2339.4,16.629,45560,0.76156,958
5412.3,2338.7,17.963,45728,0.76015,958
5411.3,2338.5,12.227,45566,0.76154,958
5411.6,2339.5,20.268,46226,0.75603,958
5412.4,2337.7,11.453,46036,0.75766,958
5411.4,2337.9,18.968,45658,0.76073,958
5411.3,2339.1,14.194,45886,0.75887,958
5411.7,2338.1,19.423,45508,0.76198,958
5411.1,2339.2,12.009,45780,0.75977,958
5410.9,2339.1,26.833,45868,0.75892,958
6472.5,7852.4,9387.1,23165,0.90113,512
6472,7854,9329.7,23622,0.89565,512
6471.8,7852.9,9460.1,22865,0.90428,512
6470.9,7852.6,8886.5,22891,0.91205,512
6076.9,9014.5,23726,64363,0.54779,787
6074.8,9014.5,23351,63672,0.55114,787
5204.5,6799.1,89535,8287.7,0.51982,540
5204.2,6800.1,90450,8348.9,0.51725,540
2190.1,14.016,34721,20841,0.68974,517
2190.9,12.692,34567,20784,0.69106,517
2189.8,12.635,34566,21085,0.68919,517
2188.6,12.103,34683,21000,0.68899,517
2189.1,13.374,34399,20890,0.69144,517
2191.1,12.77,34807,20686,0.69017,517
2190.3,13.653,34869,21406,0.68536,517
2189.5,13.363,34297,20976,0.69155,517
2190.4,12.24,34799,20940,0.68865,517
2189.7,13.363,34668,21031,0.68889,517
2190.6,13.074,34811,20657,0.69032,517
1545.9,9505.8,29636,1762.5,0.91753,911
1547,9504.9,29112,1787.3,0.92491,911
1546.8,9503.6,29541,1821.3,0.91806,911
1545.7,9505.6,29139,1745.2,0.92513,911
1546.3,9504.8,29041,1715.4,0.92707,911
1546.4,9507,29241,1776.6,0.92315,911
1547.3,9504.8,29705,1761.8,0.91654,911
1547.2,9506,29398,1746.1,0.92128,911
1547.2,9506.1,29356,1719.8,0.92228,911
1546.6,9507.2,29255,1663.3,0.92462,911
1544.5,9507.2,29168,1677.6,0.92572,911
1545.3,9506.3,29217,1778.7,0.92347,911
1545.7,9507.2,29364,1857.1,0.92014,911
1548.5,9506.1,29374,1853.5,0.92004,911
1546,9507.4,29533,1762.9,0.91903,911
831.8,1492.3,54150,177.25,0.69754,319
833.12,1491.7,54632,130.93,0.69476,319
833.49,1491.4,54651,112.72,0.69475,319
834.19,1492.9,54534,128.3,0.69539,319
833.54,1491.9,54315,138,0.69673,319
831.99,1490.9,55044,133.4,0.69214,319
834.21,1492.3,53755,145.79,0.70029,319
832.92,1491.2,54525,165.16,0.69522,319
832.93,1491.8,54983,146.01,0.69244,319
7896.5,5019.1,63310,34882,0.51884,589
7897.1,5018.8,63136,35442,0.51783,589
7895.9,5019.3,63142,34876,0.5193,589
7897,5018.8,63177,35264,0.51819,589
7896.7,5019.3,63356,34859,0.51878,589
7896.1,5018.2,63552,34590,0.51898,589
7896.2,5018.4,63472,34581,0.51921,589
7896.6,5018.7,62506,34555,0.52186,589
7895.9,5018,63570,35268,0.51715,589
7897.6,5018.4,63663,34727,0.51832,589
7896.1,5017.9,63386,34894,0.51861,589
7897,5019.7,62939,35152,0.51911,589
7897.7,5018.3,63852,34698,0.5179,589
7896.1,5019.7,62778,34317,0.52177,589
7897.6,5018.9,62971,34758,0.52007,589
7897.1,5018.6,63026,34718,0.52003,589
7897.2,5018.2,63284,34373,0.52027,589
7896.3,5018.6,62923,35303,0.51875,589
225.51,9308,85661,490.52,0.55392,396
225.43,9308.3,84818,447.97,0.55678,396
225.46,9306.3,84806,495.3,0.55667,396
224.76,9308.4,84654,539.02,0.55702,396
224.22,9308.3,84302,439.58,0.5585,396
731.33,3693.2,29313,24375,0.70168,797
731.4,3694.6,28981,24894,0.70046,797
730.84,3693.4,29628,24538,0.69857,797
730.6,3693.3,29228,24663,0.70036,797
732.57,3694.5,29234,24555,0.70102,797
731.12,3693.6,29689,24594,0.69782,797
5495.3,3908.3,60902,13329,0.59674,139
5495.9,3908.6,59724,13164,0.60221,139
5495.2,3906.7,59937,13329,0.60065,139
5494.6,3908.1,59791,13241,0.60162,139
5495.5,3907.9,60127,13273,0.60011,139
5494,3907.6,59941,13352,0.60054,139
5495.7,3908,60595,13509,0.59725,139
9576.4,249.06,1687.3,2669.7,2.4631,9
9584.7,244.98,1744.2,2475.1,2.503,9
9579.8,250.71,1719.8,2691.1,2.448,9
9578.2,250.04,1776,2636.3,2.4476,9
9577,248.94,1766.2,2653.4,2.4456,9
9579.7,246.64,1695.1,2703.2,2.4515,9
9578.1,248.49,1765.1,2684.3,2.4374,9
9576.4,251.47,1712.8,2726.2,2.4402,9
9575.1,250.41,1671.4,2514.4,2.513,9
9574,250.06,1586.4,2651.6,2.4974,9
9573.3,249.25,1700.6,2634.6,2.4693,9
9579.3,246.37,1763,2648.6,2.4478,9
9577.1,247.16,1726.6,2716.3,2.4392,9
9574.5,246.53,1723.8,2584.6,2.477,9
9576.3,248.35,1634.7,2731,2.4606,9
9575.1,243.82,1733.8,2574.2,2.4771,9
9574.5,252.83,1777.3,2769.6,2.4111,9
9575.8,246.87,1744.2,2652.3,2.452,9
9575.3,249.38,1614.8,2678.1,2.4814,9
9580,242.66,1594.8,2664.5,2.4912,9
6817.3,6671.4,29778,62841,0.53423,302
6818.7,6672.9,30020,62733,0.53384,302
6816.9,6672.4,29831,63024,0.53355,302
6817.9,6672.1,29689,63618,0.53225,302
6817.4,6671.8,29887,62787,0.53407,302
6817.9,6672.2,29578,63032,0.53425,302
6816.3,6672.9,29968,62896,0.53352,302
6816.7,6671.5,29786,62853,0.53417,302
6816.5,6671.8,29753,62920,0.53407,302
6817,6671.8,29511,62851,0.53497,302
6818,6671.5,29809,63094,0.53341,302
6816.3,6672,29625,63172,0.53372,302
6817.6,6671.7,29660,63379,0.53302,302
2361.4,6796.4,1011.1,23791,1.0324,487
2359.6,6795.7,986.3,24101,1.0265,487
4843.7,4304.2,46458,40187,0.55234,536
4844.3,4305.3,46620,39926,0.55265,536
4845.2,4304.8,45644,39593,0.55688,536
4844.5,4305.9,46242,39572,0.55501,536
4844.9,4304.9,45704,39627,0.55657,536
4844.8,4306.1,46063,40078,0.55395,536
462.07,7494.1,90860,7088.2,0.51949,758
461.74,7495.3,91334,7086.7,0.51824,758
461.82,7494.4,90956,6890.6,0.51976,758
462.85,7495.2,91003,7003.1,0.51934,758
461.63,7494.1,91281,7128.6,0.51827,758
462.76,7494.8,91072,6867.3,0.51952,758
461.76,7495.9,91526,7034.8,0.51787,758
461.45,7494.4,90529,6970.6,0.52068,758
782.83,7667,25595,73526,0.51641,119
782.6,7666.6,25436,74232,0.51499,119
783.09,7665.8,25704,73104,0.51722,119
9431.8,3898.9,45287,247.9,0.76191,432
9433.2,3898,44981,239.7,0.76455,432
9588.8,6163.5,39013,46950,0.55453,66
9589.1,6162.8,38586,47092,0.55544,66
9589.3,6163.1,38668,47525,0.55378,66
9589.8,6162.8,38955,47063,0.55434,66
9588.5,6162.9,38794,47390,0.55381,66
9590.2,6163.3,39055,47666,0.5521,66
152.74,3280.3,929.07,84841,0.55515,174
152.12,3280,900.57,84547,0.55619,174
603.05,8827,39383,51311,0.53987,325
601.36,8827.1,39364,51095,0.54057,325
601.77,8826.3,39466,51101,0.54024,325
602.14,8827,39906,50965,0.53934,325
601.6,8827.1,39417,51015,0.54065,325
4576.7,6095.4,76736,14244,0.53902,938
4576.8,6095.9,76492,14596,0.5387,938
4577.5,6096.2,76876,14394,0.53816,938
1205.7,1517.6,20454,72804,0.53239,636
1206,1518.2,20769,72609,0.53205,636
1204.9,1517.2,20575,73729,0.52943,636
1205.1,1518.1,20577,72924,0.5317,636
1205.5,1517.7,20539,73395,0.53048,636
975.22,7459.2,77743,1008,0.57936,35
974.13,7459.2,77599,1006.1,0.57989,35
975.18,7459.2,77789,964.8,0.57935,35
974.77,7458.8,76902,1025.8,0.58241,35
974.02,7459.7,77772,979.49,0.57936,35
974.68,7459.4,77978,1023.7,0.57844,35
975.22,7459.1,77495,986.47,0.58035,35
4986.7,7838.9,2338.7,3.4605,3.3595,56
4978.2,7845,2515.7,2.0192,3.2402,56
6567.4,1224.6,12876,72297,0.55709,329
6566.5,1224.3,12857,72647,0.55601,329
6568.7,1225.1,12858,72269,0.55724,329
6567.4,1225,12884,72402,0.55672,329
6568.9,1225,12596,72663,0.55681,329
6567.7,1224,12854,72835,0.55541,329
6567.6,1223.7,12702,72308,0.55763,329
6566.5,1224.6,13094,72210,0.55666,329
6567.9,1225,12690,71800,0.55934,329
6567.1,1224.5,13002,72396,0.55635,329
6568,1223.8,12664,71926,0.559,329
5339.4,7622.2,2237.4,8775.9,1.5492,591
5341.1,7621.2,2157.1,8686,1.5613,591
2781.2,3870.6,68963,28700,0.52025,7
2781.7,3872.1,68926,28128,0.52188,7
2781.8,3872,69105,27749,0.52242,7
2781.9,3871.3,68629,28490,0.5217,7
2781.9,3871.2,68388,28025,0.52361,7
2782.1,3870.8,69179,28286,0.52078,7
2780.5,3871.1,68647,28851,0.52069,7
1613.4,7548.1,13181,1363.5,1.3481,913
1615.9,7547.3,13033,1279.3,1.359,913
1614.5,7545.5,12982,1389.1,1.3562,913
1614.8,7547.6,13097,1354.5,1.3524,913
1615.9,7548.8,13054,1297.7,1.3571,913
1613.7,7550.5,13072,1386.1,1.3521,913
7846.9,9085.4,0,42911,0.78485,458
7847.3,9084.4,3.6899,42812,0.78573,458
7847.9,9083.3,5.833,43199,0.78219,458
7848,9084.8,6.642,43179,0.78236,458
7846.9,9085.1,1.3363,43484,0.77966,458
7846.4,9083.5,4.8437,42699,0.78676,458
9709.9,7259.2,4031.7,22528,0.99761,12
9710.9,7260.3,4217.7,22425,0.99606,12
9708.1,7258.8,4262,22604,0.99191,12
9709.6,7258.7,4166.2,22429,0.99695,12
9708.4,7259.6,4128,22526,0.99586,12
9709.8,7259.8,4170.6,22325,0.99883,12
9708.4,7259.2,4085.2,22511,0.99693,12
9710.3,7258.7,4310.3,22574,0.99158,12
9710.5,7258.9,4192.2,22658,0.9922,12
9708.9,7260.1,4207,22877,0.98792,12
