x,y,brightness1,brightness2,locPrec,oligomerID
1256.7,3928.8,9188.9,8.2663,1.6953,869
1256.3,3929.8,8987,9.1145,1.7141,869
1255.6,3931,9155.8,7.6649,1.6984,869
4251.9,1907.5,9723.2,270.42,1.6264,397
4255.1,1903.8,9836.7,313.89,1.6137,397
7456.7,7108.2,0.45949,1236.9,4.6219,183
7450.7,7109.7,0.87347,1339.9,4.4402,183
7455.5,7109.7,0,1300.7,4.508,183
2365.8,6799.4,671.68,5719.1,2.0338,487
2367.1,6797.9,602.77,5744.8,2.0407,487
2363.1,6797.1,586.85,5723.5,2.0467,487
2359.1,6801.4,584.23,5803.7,2.0342,487
2364.9,6801.6,577.59,5815.4,2.0334,487
2365.3,6800.9,637.71,5814.7,2.024,487
9647.6,4210.9,1891.6,75.97,3.6653,10
9654.5,4210.9,1975.9,100.97,3.5676,10
9648,4210.4,1986.6,109.69,3.551,10
9653.1,4216.6,1967.8,93.265,3.5812,10
8907.2,8012.8,1226.5,7132.8,1.7782,277
8909.4,8011.4,1196.7,6864.9,1.8108,277
8904.6,8010,1198,7143.7,1.7801,277
8910,8011.7,1105.3,7049,1.8005,277
8907.5,8010,1253.5,7137,1.7749,277
8911,8009.7,1133,7165.2,1.7848,277
8907.8,8007.3,1179.6,7339.4,1.7615,277
8910.8,8014.6,1114.5,6997.5,1.8051,277
4243.6,7465.5,6665.9,1767.3,1.7704,929
4247.6,7462.5,6260.8,1815.6,1.8091,929
4246.8,7466.3,6603.3,1876,1.7656,929
4245,7463.5,6457.4,1797.1,1.7895,929
4245.9,7465,6625.1,1808.1,1.7704,929
4245.1,7462.4,6479.1,1892.2,1.777,929
4245.6,7462.9,6556.2,1837.7,1.7746,929
4246.8,7463,6341.2,1811.8,1.8006,929
4248.1,7460.9,6727.1,1915,1.7489,929
4245.2,7465.8,6553.1,1794.1,1.7795,929
4245.1,7462.7,6356,1901.5,1.7892,929
2053.9,5432,3267,3633.9,1.9571,826
2049.3,5427.8,3132.7,3534.2,1.9912,826
2054.3,5430.9,3355.5,3720.7,1.9327,826
2054.2,5433.2,3432.2,3702.4,1.9248,826
2052.9,5428.6,3404.8,3495.7,1.9572,826
2051.6,5431.7,3279.9,3546.5,1.9678,826
2056.4,5432.6,3320.2,3455.2,1.9752,826
2054.5,5431.2,3338.1,3589,1.9534,826
2055.7,5431.4,3389.9,3748.9,1.9243,826
2053.2,5429.2,3361.7,3747,1.9283,826
2052,5432.9,3387.1,3536.9,1.9539,826
2053.8,5428.5,3208.7,3789.6,1.9435,826
2053.1,5426.6,3219.1,3668.6,1.959,826
6624.8,8273.9,2763.3,3549.5,2.0463,707
6627.6,8272.2,2782.5,3593.8,2.0361,707
6627.4,8275.4,2872,3693,2.0066,707
6625.9,8271.1,2852,3626.4,2.02,707
6625.5,8274.1,2776.9,3692.5,2.0214,707
6625.3,8271.3,2840.8,3713.8,2.0082,707
6626.8,8271.5,2916.2,3634.6,2.0088,707
6625,8273.8,2763.7,3800.8,2.0067,707
6630.1,8272.6,2742,3755.7,2.0169,707
6625.8,8273.9,2901.5,3699.9,2.0011,707
6628.3,8274.8,2787.3,3605.3,2.0335,707
6624.3,8274.2,2894.2,3582.7,2.0202,707
6627.3,8279.7,2764.8,3615.4,2.0354,707
6626.7,8270.3,2646.8,3718.8,2.0378,707
6626.8,8274.4,2859.3,3731.3,2.0027,707
6627.5,8277,2822.4,3733.3,2.008,707
5305.8,308.23,3156.2,4312.5,1.8813,837
5307.6,303.34,3147.3,4113.4,1.908,837
5304.5,302.95,3156.6,4181,1.898,837
5305.9,302.43,3209.7,4261.3,1.881,837
5305.7,300.07,3165,4248,1.8883,837
5304.4,301.13,3191.7,4408.3,1.865,837
5309.8,304.28,3175.9,4204.3,1.8925,837
5306.3,305.82,3278.8,4261.8,1.8723,837
5308.6,303.02,3187.7,3971.9,1.9215,837
5305.1,302.87,3189.1,4396.4,1.8667,837
5304.3,305.11,3148.6,4273,1.8872,837
5304.9,303.44,3273.9,4360.5,1.8608,837
5306.6,306.26,3235.8,4215.1,1.8835,837
6391.1,7058.5,3876.9,2497.9,2.0363,510
8145,7961.5,0.29615,9995.9,1.6261,992
8144.7,7962.9,8.3998,9665.2,1.653,992
6257.8,3487.8,237.09,4089.4,2.4718,188
6257.3,3489.6,187.37,4019.4,2.5067,188
6258.3,3490.4,224.92,4001.8,2.5008,188
6260,3486.5,172.83,3988.1,2.5205,188
6257.7,3493.1,236.8,4068.4,2.4779,188
6256.3,3488,206.36,3955,2.5203,188
6260.5,3485.8,207.37,3986.8,2.5105,188
6254.5,3490.8,225.22,3955.8,2.5144,188
6259.2,3493.3,226.57,4122.2,2.4654,188
6256,3489.8,218.55,3844.5,2.5506,188
6261.8,3494.9,259.72,4016.6,2.4862,188
7290.3,5563.2,2983,3076.9,2.0885,680
7289.3,5562.7,3052,2889.2,2.1093,680
7286.2,5562.8,2938.9,2969.2,2.1152,680
7290.3,5559.9,2916.6,2743.3,2.1611,680
7287.6,5563.6,2786.4,2891.5,2.1576,680
1080.1,4360.4,8448.8,263.6,1.7418,390
1082.2,4361.1,8263,304.46,1.7565,390
1079.4,4361.6,8654.4,227.64,1.7251,390
1080.6,4359.2,8558.8,287.73,1.7286,390
1080,4360.3,8329.3,306.46,1.7495,390
3443.2,8876.9,1672.7,7391.1,1.7077,388
3438.5,8877.6,1677,7328.5,1.7132,388
3441.8,8877.2,1616.3,7285.5,1.7232,388
3442.7,8874.8,1692.3,7438.4,1.7015,388
1188.1,2973.2,892.64,8321,1.6938,506
1187,2975.3,865.85,8236.8,1.7041,506
1190.8,2970.6,819.9,8187.1,1.7131,506
1192.3,2972.6,915.76,8836.8,1.6463,506
1192.2,2972.6,891.22,8478.3,1.6796,506
1186.9,2971.3,889.53,8456.5,1.6818,506
1188.5,2973.1,819.81,8512.2,1.683,506
1192.3,2975.2,910.1,8499.2,1.6761,506
1191.1,2970.9,852.84,8169.5,1.7117,506
1190.5,2975.9,868.46,8409.6,1.6879,506
1190.1,2975.5,866.24,8070.1,1.7199,506
1188.4,2971,835.45,8334.4,1.6978,506
1191.1,2973.2,784.39,8436.8,1.6931,506
1191.7,2974.6,851.61,8417.7,1.6887,506
1191.9,2974.4,860.45,8223.8,1.7058,506
5250.7,9800.6,537.89,9153.2,1.6515,964
5248,9803.8,512.78,9182,1.6512,964
5249.4,9799.4,485.22,9479.2,1.6287,964
5251.8,9803,600.31,9233.9,1.6395,964
5250.5,9801,486.62,9142.3,1.6569,964
5250.4,9799.1,566.83,9081.8,1.6552,964
5249.1,9801.5,512.7,9306.7,1.6407,964
5252.3,9798.6,532.17,9140.5,1.6531,964
6715,5525.3,7646.9,1334.7,1.7155,985
6715.7,5528.3,7369.1,1398.3,1.7364,985
6715.7,5526.9,7503.1,1441.1,1.7191,985
6713,5524.6,7557.5,1338,1.7238,985
6715.3,5527.3,7544.6,1234.1,1.7352,985
6716.2,5527.6,7648.7,1254.2,1.7231,985
6717.8,5523.4,7490.5,1281.5,1.7359,985
6715.4,5528.7,7275.9,1374.2,1.7481,985
6714.7,5526.6,7726.1,1260.3,1.7151,985
6713.5,5527.6,7555.6,1332.9,1.7245,985
6713.7,5528.8,7677.8,1381.5,1.7082,985
6715,5526.5,7657.6,1226.8,1.7249,985
6715.2,5527.1,7519.8,1330,1.7283,985
6714.2,5526.7,7445.2,1263.8,1.7422,985
6716.1,5527.3,7727.1,1334.8,1.7079,985
4044.4,1752.5,2868,300.19,2.8885,521
4040,1745.9,2693.1,298.7,2.9724,521
4043.1,1749.3,2735.2,302.71,2.9498,521
4044.5,1753.9,2668.7,277.11,2.9955,521
4040.9,1750.5,2758.5,333.82,2.9237,521
4039.3,1750.9,2793.7,309.74,2.9185,521
9505.2,5757.1,9434.9,86.008,1.6662,39
9504,5757.1,9315.6,72.913,1.6779,39
7702.1,1125,1350.2,8797.4,1.614,493
7698.7,1125.4,1305.1,8658.4,1.6288,493
7702.2,1125.5,1390.5,8380.6,1.6448,493
7701.6,1124.1,1311.9,8298.4,1.6585,493
7698.5,1123.2,1367,8741.2,1.6171,493
7697.4,1125.9,1275.4,8925,1.6098,493
7699.1,1126.8,1396.6,8485.5,1.6355,493
7697.8,1124.5,1348.8,8729.9,1.6195,493
7701,1123,1282.2,8728.6,1.625,493
7700.2,1124.9,1396.5,8740,1.6149,493
5103.7,5885.3,7433.5,264.21,1.8531,198
5104.6,5886.4,7134.1,217.46,1.8962,198
5105.8,5882.2,7423.5,230.42,1.8584,198
5103.6,5879.4,7365.1,228.84,1.8657,198
3505.4,4439.5,6771.1,3220.1,1.6265,494
3500,4442.9,6727.4,3246.3,1.628,494
3504.1,4441.4,6831.3,3281.6,1.6167,494
3502.6,4443,6750.2,3126.9,1.6359,494
3502.8,4442.8,6905.8,3189.9,1.6181,494
3504.7,4441.4,6499.7,3277.8,1.6442,494
3504.4,4444.8,6548.1,3096.2,1.6555,494
3504.4,4441.5,6753.4,3159.6,1.6329,494
3503.2,4440.4,6452.7,3227.6,1.6525,494
3505,4439.4,6653.8,3134.4,1.6433,494
3503.8,4439.5,6824.6,3254.1,1.6195,494
6407.8,4034.8,5497.5,3031.4,1.7605,806
6409.6,4037.6,5395,3030.9,1.7712,806
6405.1,4037.2,5199.4,2935.6,1.8026,806
6406.5,4036.2,5327.1,3087.6,1.7724,806
6406.1,4038.6,5238.1,2894.5,1.8029,806
6411,4035.7,5315.2,3029,1.7798,806
6407.1,4035.6,5191.2,3083.7,1.7873,806
6405.5,4039.1,5425.4,3002.9,1.7709,806
6410.1,4034.9,5411.5,2900.4,1.7833,806
6409.6,4031.8,5380.9,3022.7,1.7736,806
6402.8,4033.6,5388.4,3065.9,1.7682,806
4423.9,8909.4,8552.8,1275,1.64,548
4421.2,8912.5,8520.1,1359,1.6358,548
4419.8,8913.1,8694.3,1222.4,1.6327,548
4423.6,8907.6,8595.6,1297.5,1.6346,548
4418.8,8910.3,8575.8,1261.7,1.6392,548
4418.1,8906.9,8737.6,1232.7,1.6282,548
8614.2,9549.4,2326.2,2326.9,2.3835,535
8611.2,9553.2,2441.6,2382.1,2.3409,535
8611.2,9549.2,2432.7,2412.4,2.3358,535
8606.1,9547.2,2415.2,2330.7,2.36,535
8607.1,9551.3,2424.2,2319.8,2.3605,535
7721.3,2215.2,4103.2,4748.8,1.728,526
7724.1,2216.2,3897.8,4749.7,1.7484,526
7720.1,2216.1,4153,4775.4,1.7206,526
7724.4,2216.6,4039.8,4716.3,1.7375,526
7721.1,2216.7,3982.7,4605.4,1.7544,526
7722.3,2212.4,4122,4751.4,1.726,526
7723,2215.6,3967.2,4648.1,1.7516,526
7724.3,2218.6,3980.8,4914.9,1.7238,526
7723,2215.7,4117.3,4744,1.7271,526
7720.3,2215.7,4091.2,4789,1.7253,526
7720.1,2214.5,4141.5,4776.2,1.7217,526
1089.8,8546.7,3192.1,3732.2,1.9538,767
1090.1,8546.5,3183.4,3590.5,1.9754,767
1085.2,8547,3224.8,3558.4,1.9741,767
1088,8546.5,3178.4,3566.7,1.9796,767
2373.3,9224,1081.5,4728.3,2.133,249
2371.7,9226.6,1020.3,4756.8,2.1391,249
2376.9,9225.4,1074,4529.1,2.172,249
2376.3,9229.3,1029.9,4780.4,2.1329,249
4070.9,5168.3,483.43,5458.3,2.1092,413
4073.3,5177.5,467.9,5199.5,2.1597,413
2052.3,4965.9,484.91,4567.3,2.2874,650
2061,4964.9,473.56,4603.1,2.2818,650
2055.3,4963.1,546.57,4601,2.2661,650
6355.1,4518.2,5680.2,3613.9,1.6864,483
6358.9,4516.6,5525,3500.2,1.7114,483
6359.7,4517.2,5536.8,3646.8,1.6966,483
6356.4,4515.6,5321.8,3540.7,1.727,483
6354.8,4517.8,5603.9,3671.9,1.6881,483
6357.2,4515.3,5416.4,3780.8,1.6953,483
9135.4,2835.4,9201.8,497.01,1.6509,895
9135.4,2833.7,9269,520.09,1.6433,895
9137.4,2837.8,9403.7,627.83,1.6233,895
9136.1,2834.2,9227.9,581.09,1.6416,895
9134.1,2834.9,9287.5,537.82,1.6402,895
9136.5,2836.4,9344,573.5,1.6326,895
9138.5,2838.2,9253.8,539.14,1.6429,895
9139.7,2836,9632.2,554.39,1.6109,895
9136.6,2832.3,9218.9,552.87,1.6447,895
9134.5,2836.4,9438,583.33,1.6241,895
9136.1,2835.4,9243.8,572.14,1.641,895
9139.6,2836.5,9489.7,547.54,1.6228,895
9134.7,2836,9236.3,541.54,1.6442,895
9830.3,4916.8,428.39,5676.7,2.0808,386
9834,4917.1,441.05,5779.2,2.0614,386
9829.9,4918.3,424.45,5621.6,2.0909,386
9828.7,4917.8,375.28,5400.8,2.1392,386
9833.9,4920.2,425.13,5546.3,2.1039,386
9832.5,4919.1,409.54,5656.7,2.0874,386
9825.7,4920.6,367.79,5464.9,2.1288,386
9831.7,4919.6,383.41,5536.1,2.1132,386
9831.4,4917.5,418.51,5625.3,2.0913,386
7302.9,8780.4,2204.3,6987.5,1.6958,246
7301.1,8782.7,2273.9,6985.4,1.6896,246
7298.5,8783.9,2298.4,7160.1,1.6717,246
7303,8782.1,2265.8,7247.8,1.6669,246
7300.5,8783.4,2351,7038.1,1.6779,246
7304.4,8779.1,2236.3,7045.4,1.6876,246
7305.4,8780.2,2386.6,6923.1,1.685,246
7303.7,8782.9,2169,6865.5,1.7105,246
7358.8,6505.5,1694.5,408.97,3.545,734
7357.8,6503.6,1625.1,367.27,3.6424,734
7367.3,6505,1595.9,364.42,3.6721,734
7361.9,6505.3,1716.4,417.24,3.5198,734
7360.5,6512.4,1613.9,346.49,3.672,734
5315.8,6944.9,7557.9,1787.3,1.6818,417
5317,6944.4,7556.3,1733.7,1.6868,417
5313,6943.6,7398.7,1585,1.7153,417
5316.9,6947.7,7407.5,1637.2,1.7095,417
5316.7,6945.5,7378.2,1653.4,1.7108,417
5312.3,6943.1,7421.4,1759.5,1.6968,417
5314.6,6941.4,7020.4,1708.4,1.7402,417
5314.3,6947.7,7479.8,1657.4,1.7009,417
5316.8,6945.8,7366.5,1764.3,1.7015,417
5314,6945.6,7472.6,1664.5,1.7009,417
5314.8,6943.3,7378.2,1630.1,1.713,417
5315,6944.3,7401.9,1691.1,1.705,417
5315.9,6945.4,7335.9,1685.6,1.7117,417
5312.2,6942.2,7366.8,1621.6,1.7149,417
5312.8,6940.5,7444.2,1577.9,1.7117,417
5315.6,6941.9,7440,1642.4,1.706,417
5315.6,6942.4,7497.1,1645.9,1.7003,417
8669.2,3671.5,41.955,4768.6,2.3441,1000
8669.4,3672.3,34.365,4713.8,2.3595,1000
8666.7,3668.6,44.734,4637.7,2.376,1000
8665.6,3669.8,47.026,4829,2.3283,1000
8664.3,3672.9,39.234,4727.7,2.3548,1000
8666.7,3670.9,70.353,4930,2.2992,1000
8670.2,3671.3,56.24,4686.2,2.3609,1000
8669.7,3671.4,39.658,4632.1,2.3787,1000
8668.7,3667.7,54.841,4896.2,2.3106,1000
1301.7,1788.5,1946.5,6783.6,1.7401,870
1306.1,1784.3,2044.4,6892.6,1.7198,870
1305,1785.3,2044,6862.3,1.7228,870
1303.9,1787.1,2031.1,6685.2,1.7414,870
5744.8,7187.6,7553.6,1202.2,1.7375,619
5742.6,7192.3,7352.7,1250.5,1.7529,619
5743.6,7191.6,7596,1235.5,1.73,619
5746.1,7189.4,7799.3,1227.5,1.7112,619
5745.3,7191.8,7699.4,1168.2,1.7265,619
5745.5,7191.3,7440.7,1185.6,1.7505,619
963.63,7564.7,561.61,5858.8,2.0291,306
962.58,7565.8,587.08,5949.4,2.011,306
965.39,7564.5,543.35,6068.9,1.9994,306
2396.8,8495.8,1757.9,5.3753,3.8718,292
2399.9,8493.3,1821.4,7.9726,3.8012,292
2405,8492.2,1715.6,6.7173,3.9176,292
2400.1,8486.8,1862.1,10.783,3.7568,292
